filename,reference,whisper_hypothesis,wer
common_voice_ar_23972935.mp3,كانت مشغوله بانهاء واجباتها,سن س,1.0000
common_voice_ar_29067671.mp3,يا عجبا من خالد في صبره وجلده,اجل,1.0000
common_voice_ar_29067673.mp3,ربما يكذب حسادي علي,ربما يت,0.7500
common_voice_ar_19506817.mp3,بماذا تحدق,بما,1.0000
common_voice_ar_19506820.mp3,الكل يريد ان يجلس بجانبها,كله,1.0000
common_voice_ar_23973126.mp3,تدور الارض,تدور الا,0.5000
common_voice_ar_19247899.mp3,الطفل لا يمشي بعد,الان س,1.0000
common_voice_ar_19247901.mp3,ايمكنني ان اطرح بعض الاسءله,لا يمكنني ا,1.0000
common_voice_ar_21853173.mp3,امل ان ازور نارا المره المقبله,امر ان,0.8333
common_voice_ar_21853174.mp3,اهنءك بنجاحك,و هننء,1.0000
common_voice_ar_38798214.mp3,هل رايت جمال,هل رايت ج,0.3333
common_voice_ar_38799837.mp3,كل قلب حمل الخسف وما,كل الق,0.8000
common_voice_ar_28801176.mp3,للناس عيد ولي عيدان في العيد,للناس ع,0.8333
common_voice_ar_28801318.mp3,بدا فاضل يتعلم العربيه في الجامعه,بدا فاضل ا,0.6667
common_voice_ar_37894295.mp3,قربته فما ارتوي,قراب,1.0000
common_voice_ar_37894333.mp3,متي وصلت الي لندن,متو,1.0000
common_voice_ar_34889973.mp3,لا احد يعلم عن مكانه,لا ح,0.8000
common_voice_ar_34889976.mp3,شوق اليك تفيض منه الادمع,شوق بلا,0.8000
common_voice_ar_28782465.mp3,يا مصلت السيف لا تطلب به بدلا,يا مصالح ت,0.8571
common_voice_ar_28782466.mp3,هم لن يتدخلوا,هم لن يد,0.3333
common_voice_ar_25965516.mp3,يشكل نهر باس الصغير الجزء الغربي من مجتمع نهر باس,ونهرباص,1.0000
common_voice_ar_25965518.mp3,كانت هناك محطتان في,كانت هناك محت,0.5000
common_voice_ar_19460018.mp3,سابقي لعده ايام فحسب,سابقي,0.7500
common_voice_ar_19460019.mp3,هذا كتاب,ها بك,1.0000
common_voice_ar_28848319.mp3,ايها البيهقي احسنت في شعرك,ايها الب,0.8000
common_voice_ar_28848325.mp3,العمر قصر نحن بين رحابه,الامر قصر و,0.8000
common_voice_ar_28801775.mp3,ومن ظن ان الاستزاده في الهوي,ومنظ,1.0000
common_voice_ar_28801778.mp3,اذا ساء ظن بمسترفد,اذا اس,0.7500
common_voice_ar_27035922.mp3,يا عبد قد طال المطال فانعمي,يا عب,0.8333
common_voice_ar_27035926.mp3,انا في عرض ال بيت نبي,انا في ا,0.6667
common_voice_ar_23974152.mp3,دع الامر لي,داعي الامرلي,1.0000
common_voice_ar_23974154.mp3,ما زال توم في المستشفي,مع زاره فيلمست,1.0000
common_voice_ar_19519239.mp3,لنتقابل هنا مره اخري في الغد,سقابر هنا مر,0.8333
common_voice_ar_19519240.mp3,من الافضل لك ان تذهب,من الافضل الل,0.6000
common_voice_ar_19148677.mp3,الا تشعر بالبرد,هل هاتشان,1.0000
common_voice_ar_19148679.mp3,اشتريت ساعه,ش,1.0000
common_voice_ar_24229201.mp3,وليس لمن كان المال عنده اجل ونفسه عليه اقل اصغاء لتانيب,و لي,1.0000
common_voice_ar_24229258.mp3,حضر الغاءب,حضر الق,0.5000
common_voice_ar_36403550.mp3,ما الامر ايها المفتش هل رايت اشباح,مالامر ا,1.0000
common_voice_ar_36403551.mp3,خسرت ليلي مالها,خسرت لي ل,0.6667
common_voice_ar_23972695.mp3,لا يجوز لك خرق القواعد,زاءر ج,1.0000
common_voice_ar_23972720.mp3,من اين هو,من اي,0.6667
common_voice_ar_37377197.mp3,اهزتك الحميه في الحميا,هزد,1.0000
common_voice_ar_37377199.mp3,ان اسماعيل فاعلم,ان اسم ع,0.6667
common_voice_ar_25518694.mp3,ما رايكم,مارعكم,1.0000
common_voice_ar_25518699.mp3,اظن ان توم لطيف,اظن انهم لا,0.7500
common_voice_ar_21722269.mp3,اتهمتني بالكذب,اته,1.0000
common_voice_ar_21722272.mp3,تبدو شاحبا اليوم,تبدو شاح,0.6667
common_voice_ar_22711722.mp3,كرم احسن طالب في المدرسه,كرم ا,0.8000
common_voice_ar_22711725.mp3,اتعرف طريقه لعب الشطرنج,هل تعرف ت,1.0000
common_voice_ar_22371318.mp3,سبعه,ها هو,2.0000
common_voice_ar_22371322.mp3,ماذا تفعل يا ابي,هذا السفح,1.0000
common_voice_ar_33896897.mp3,يا قرير العين في بلده,يا قري,0.8000
common_voice_ar_33896898.mp3,جعل الله كل عصر جديدا,جانب,1.0000
common_voice_ar_25190449.mp3,شرف الدوله بحر زاخر,شرف الدولات,0.7500
common_voice_ar_25190452.mp3,ولرب اشقر قال نبت عذاره,و,1.0000
common_voice_ar_23768657.mp3,اذا اكلت كثيرا فانك تصير سمينا,اذا اا,0.8333
common_voice_ar_24053939.mp3,كداب ال فرعون والذين من قبلهم كذبوا باياتنا فاخذهم الله بذنوبهم والله شديد العقاب,,1.0000
common_voice_ar_24053940.mp3,ما كان لي من علم بالملا الاعلي اذ يختصمون,,1.0000
common_voice_ar_22789423.mp3,هناك الكثير من الورود الحمراء في الحديقه,هناك ك,0.8571
common_voice_ar_22789424.mp3,لا استطيع ان اجد اي خطا في نظريته,لا استطيع ن,0.7500
common_voice_ar_23393130.mp3,اثنان وخمسون بالمءه من النساء البريطانيات يفضلن الشوكولاته علي الجنس,ات,1.0000
common_voice_ar_23393131.mp3,هل يستطيع احد مساعدتي سافعل,هل يصطيء,0.8000
common_voice_ar_25559656.mp3,كنت السواد لناظري,كون,1.0000
common_voice_ar_25559660.mp3,صديقنا المفضل طبيب,ستي,1.0000
common_voice_ar_32230641.mp3,لن اغفر لليلي,لن اخ,0.6667
common_voice_ar_32230643.mp3,ناصيف اليازجي,نانسي في,1.0000
common_voice_ar_20489288.mp3,اريد الذهاب الي كيوتو,اريد الذه,0.7500
common_voice_ar_20489289.mp3,اجل ساعدني بوب,اجل سعد,0.6667
common_voice_ar_20489290.mp3,طابت ليلتك احلاما سعيده,طابد,1.0000
common_voice_ar_25190113.mp3,يا ابا المستهل حالفت جوعا,يا اب,0.8000
common_voice_ar_25190114.mp3,فان من تحقق امرا توطا لحلوله فهان عليه عند نزوله,فانما,1.0000
common_voice_ar_25190117.mp3,ما خاب من في الله كان رجاه,م,1.0000
common_voice_ar_25024851.mp3,توم استطاع ان يهرب,تومس تت,1.0000
common_voice_ar_25024852.mp3,قصاءد قصيره,قص,1.0000
common_voice_ar_25024853.mp3,يوصلني جمال كل يوم بسيارته,يواص,1.0000
common_voice_ar_26945304.mp3,استودع الله قوما ما ذكرتهم,استودع الل,0.8000
common_voice_ar_26945305.mp3,شاهدت مسعود في مجلس,شاهدت,0.7500
common_voice_ar_26945308.mp3,ذات ايد ثلاثه ابد الدهر,ذا,1.0000
common_voice_ar_25191085.mp3,الجمع ضربوه ارضا وسرقو ساعته,الجميع دربوا,1.0000
common_voice_ar_25191087.mp3,ذهب التكرم والوفاء من الوري,ذهبت,1.0000
common_voice_ar_25191089.mp3,ايا عاصي النصيحه والوصاه,اي ا,1.0000
common_voice_ar_21629123.mp3,انا لا الومك,انا اجوم,0.6667
common_voice_ar_21629125.mp3,مهمتي هي الاهتمام بالطفل,مهمه شيء,1.0000
common_voice_ar_21629128.mp3,اين تعملين,هنا تعمل,1.0000
common_voice_ar_28809756.mp3,اصدق القوم اذا لاقيتهم,اصدقاءك,1.0000
common_voice_ar_28809759.mp3,ضاقت فلما استحكمت حلقاتها,ذاقد,1.0000
common_voice_ar_28809762.mp3,جمعت ايتين محييه طورا,جمعت اياتي,0.7500
common_voice_ar_32703407.mp3,الان قد استوعبتها,الان قد ا,0.3333
common_voice_ar_32703430.mp3,احفظ لسانك ايها الانسان,احب,1.0000
common_voice_ar_32703431.mp3,هناك الكثير من القمامه هنا,هنا ك,1.0000
common_voice_ar_28406180.mp3,انصحك بما يلي تسلي بشي ما,انصحوا,1.0000
common_voice_ar_28406183.mp3,ايها الجالس المفكر في الام,ايها الجديد,0.8000
common_voice_ar_28406184.mp3,لها ناظر بالسحر في القلب نافث,لها نا,0.8333
common_voice_ar_20404416.mp3,بدا يشعر بالمرض,بدا اي شعر,0.6667
common_voice_ar_20404418.mp3,يقال انها ولدت في المانيا,يقول انها و,0.8000
common_voice_ar_20404419.mp3,كل هءلاء ضد يقول ناي,كلها اولا,1.0000
common_voice_ar_24441236.mp3,لا تكون السعاده بدون الاطفال ولا يكون الاطفال بدون الحب,لا تكونوا,0.9000
common_voice_ar_24441239.mp3,راح شيبي علي مثل الثغام,راح شي بيع,0.8000
common_voice_ar_24441242.mp3,نقبوهن خشيه العشاق,نقبوهم,1.0000
common_voice_ar_28809729.mp3,قال حبي علام تبكي بدمع,ق,1.0000
common_voice_ar_28809731.mp3,ما هو الاسوا ان تقتل شخصا واحدا ام تترك خمسه اشخاص يموتون,ما هو الاسوا,0.7500
common_voice_ar_28809735.mp3,سري ونسيم الحاجزين يلاطف,سرح و ن,1.0000
common_voice_ar_25191054.mp3,خبز الخصيب معلق بالكوكب,خبز الخاص,0.7500
common_voice_ar_25191055.mp3,بلغا عني ربوع الصالحيه,بلغا عن ي,0.7500
common_voice_ar_25191057.mp3,له قلم يستتبع السيف طاءعا,له قلام,0.8000
common_voice_ar_28790253.mp3,كانت ليلي تحب نمط الحياه الريفيه,كانت لي,0.8333
common_voice_ar_28790255.mp3,حاءز الفضل والكمال جميعه,حاءز الفضله,0.7500
common_voice_ar_28790257.mp3,ابا حفيص رويدا,ابحث في,1.0000
common_voice_ar_25175722.mp3,كانه في الكف من خفه,كانه في الكف من خ,0.2000
common_voice_ar_25175724.mp3,هناك تحر جار,هناك تحرق,0.6667
common_voice_ar_25175725.mp3,كفي البدء منك العود في كل موطن,كفل بدك,1.0000
common_voice_ar_22710512.mp3,راءحه فمك كريهه,راءحه ث,0.6667
common_voice_ar_22710513.mp3,عليك ان تقوم بواجبك,عليك ان,0.5000
common_voice_ar_22710797.mp3,اراك غدا,اراك غد,0.5000
common_voice_ar_24777396.mp3,ليعاقب وسمي جود وليه,ليعاقب وس,0.7500
common_voice_ar_24777398.mp3,بوركت غرفه وبورك من قام,بوركه,1.0000
common_voice_ar_24777399.mp3,رايتكم تبدون في الحرب عده,رايتكم ب,0.8000
common_voice_ar_25649012.mp3,اسمع بني وصيتي واعمل بها,اسمع بن,0.8000
common_voice_ar_25649013.mp3,اتصل بسياره اسعاف,التصب الس,1.0000
common_voice_ar_25649015.mp3,اظن انني يمكنني الانتظار اكثر قليلا,اعت,1.0000
common_voice_ar_27647516.mp3,هذا كتاب توم المفضل,هذا كتاب ت,0.5000
common_voice_ar_27647520.mp3,من رام جمع الناس في مذهب,م,1.0000
common_voice_ar_27647522.mp3,اقتنع فاضل ان ليلي لم تعد تريد قتله,ا,1.0000
common_voice_ar_19850608.mp3,دعني اساعدك,داني اص,1.0000
common_voice_ar_19850609.mp3,مهما قلت عنه اظن انه صادق,ما,1.0000
common_voice_ar_19850611.mp3,و انت,وانتا,1.0000
common_voice_ar_20933525.mp3,ها هو العنوان,هاه,1.0000
common_voice_ar_20933534.mp3,لا يمكنك الحضور لم لا,لا يمكنك الحض,0.6000
common_voice_ar_20933537.mp3,انك تعطي المساله اكثر مما تستحقه,انك ت,0.8333
common_voice_ar_19533050.mp3,لم يعد لدينا سكر,لم ي,0.7500
common_voice_ar_19533051.mp3,لم اقصد ان اءذيك,لم اق,0.7500
common_voice_ar_19533052.mp3,اعرف اسمه,عارف ا,1.0000
common_voice_ar_25188986.mp3,ال مراكش لقد غشكم محتسب,ل لقد را,0.8000
common_voice_ar_25188987.mp3,من مبلغ المعتر والقانع,من مبلغ المه,0.5000
common_voice_ar_25188988.mp3,عاقني عنك توالي المطر,ع,1.0000
common_voice_ar_27687263.mp3,كم حقيبه ستاخذون في رحلتكم,كم حقيبه,0.6000
common_voice_ar_27687264.mp3,ويحك اسكت فضحتني يا راسي,ويحك اسكوت,0.8000
common_voice_ar_27687266.mp3,اسال عن الطريق,اساله,1.0000
common_voice_ar_25192068.mp3,ماس عجبا بعطفه وترنح,ما يسعي,1.0000
common_voice_ar_25192072.mp3,سبيلي اليك كتابي اليكا,سبيل ايناي,1.0000
common_voice_ar_25192075.mp3,يوميات امراه,يعمل,1.0000
common_voice_ar_19205348.mp3,ساعدني في الطبخ,ساعدني بال,0.6667
common_voice_ar_19206273.mp3,وصلت البارحه,وصلت البر,0.5000
common_voice_ar_19206277.mp3,هاتان اختان,ها,1.0000
common_voice_ar_19803327.mp3,صباح الخير,صباحا,1.0000
common_voice_ar_19803328.mp3,لا تتدخل فيما لا يعنيك,لا تد,0.8000
common_voice_ar_19803329.mp3,اتعرف كيف تلعب الشطرنج,ه,1.0000
common_voice_ar_22770255.mp3,ماذا حصل,ما,1.0000
common_voice_ar_22770261.mp3,لم ار برادا احمر من قبل,ام اراد الر,1.0000
common_voice_ar_22770267.mp3,لا يقولون بعد الاباء اكلوا حصرما واسنان الابناء ضرست,لا يق,0.8889
common_voice_ar_28801391.mp3,ومن قوي دينه ايقن بالجزاء,ومن قوي,0.6000
common_voice_ar_28801394.mp3,تامل ابا عبد الاله فانه,تام,1.0000
common_voice_ar_28801397.mp3,الي معاليك ينمي المجد والحسب,الي معاليكيا,0.8000
common_voice_ar_28786421.mp3,اني لاكني عنه خيفه ان يشي,اني لا ك,0.8333
common_voice_ar_28786422.mp3,هل تعلم ان طول قدمك وساعدك متساويان,,1.0000
common_voice_ar_28786424.mp3,من عذيري من الخلاءف حلوا,من عدي,0.8000
common_voice_ar_23373927.mp3,الجميع يحبونها,اج اي,1.0000
common_voice_ar_23373942.mp3,التدخين عاده سيءه,التدخين علي,0.6667
common_voice_ar_23373944.mp3,ماتت امي عندما كنت صغيرا,ما تتء,1.0000
common_voice_ar_22711363.mp3,هي و اصدقاءها يحبون الموسيقي,ه,1.0000
common_voice_ar_22711365.mp3,يبدو مريبا,يبدو مور,0.5000
common_voice_ar_22711447.mp3,شرب القليل,شريبه,1.0000
common_voice_ar_23606197.mp3,لما كنت طفلا كنت اقضي الساعات اقرا لوحدي في غرفتي,لما كنت و,0.8000
